Travel destination,Summary
Bryan-College Station,"Bryan-College Station offers the Brazos Valley Museum of Natural History with rotating interactive exhibits, as well as the George H. W. Bush Presidential Library. There is also the Bonfire Memorial that commemorates the tragic event in 1999 where 12 A&M students died from a collapsing bonfire."
Bucharest,"Bucharest offers a variety of museums including the National Art Museum, Aviation Museum, National Museum of Contemporary Art, Village Museum, Museum of the Romanian Peasant, Geology Museum, National History Museum, Military History Museum, and more. Several branch museums include The Art Collections Museum, K.H. Zambaccian Museum, and Theodor Pallady Museum."
Budapest,"Budapest has museums located in Royal Palace, Central Pest, Jewish Quarter, Applied Arts, and stretching eastwards from the city center, including Hopp Museum of East Asian Art and Ráth György Museum. There is a Military Museum on the castle northwest corner, Aquincum, Victor Vasarely Museum, the Kassák Museum, Kiscelli Museum, Memento Park, Kodály Museum, the Liszt Museum, Bartók's House and the Music Museum."
Buenos Aires,"Buenos Aires has many museums, including the Benito Quinquela Martin Museum in La Boca. The city is home to one of the biggest Jewish communities in the world and offers Jewish museums and monuments."
Buffalo,"Buffalo boasts a wealth of museums including the Buffalo History Museum, Lower Lakes Marine Historical Society Museum, Colored Musicians' Club Museum, Nash House Museum, Buffalo Transportation Pierce-Arrow Museum, and Buffalo Fire Historical Society Museum. The city also has the Albright-Knox Art Gallery and the Burchfield Penney Art Center."
Bujumbura,"Bujumbura offers Musée Vivant, a small zoo and natural history museum featuring fishes from Lake Tanganyika, birds, snakes, chimpanzees, a golden monkey, a leopard, antelope, and crocodiles, along with a traditional Burundian village. There is also the National Museum of Gitega in the second largest city."
Burbank,"Burbank offers the Martial Arts History Museum, which explores the integration of Asian history into American culture through martial arts. Additionally, the Warner Bros. Studio Tour provides access to backlot sets, soundstages, production facilities, and a museum."
Burlington (Vermont),"Burlington offers cultural amenities and strength in the arts, including the Fleming Museum of Art and the BCA Center, a five-story complex of galleries, classrooms, and studios run by Burlington City Arts. The city also has historical sites such as the Cathedral of Saint Joseph, First Baptist Church, and First Methodist Church."
Busan,Busan Museum of Modern Art is located around the Centum City metro station. There is also a Sea Art Festival held on Songdo Beach every year from mid-September to mid-October.
Bydgoszcz,"Bydgoszcz offers intriguing museums such as the Leon Wyczółkowski Museum with art, history, and ethnography exhibits, the Land Forces Museum with an outdoor arsenal, the Museum of Soap and Dirt, and the Exploseum war technology center. The city also has historic sites like old garners hosting Leon Wyczółkowski's gallery and the Dynamite factory museum."
Cabo San Lucas,"The anthropology museum in La Paz offers insights into the first inhabitants, and rock paintings dating back to these early settlers can also be seen. San Jose del Cabo features traditional Mexican specialty stores which offer artwork."
Cagliari,"Cagliari offers museum options such as the National Archaeological Museum, Galleria Comunale d'Arte which hosts paintings and sculptures, Museo d'Arte Siamese, Pinacoteca Nazionale which houses a collection of paintings by Sardinian artists, and Museo delle cere anatomiche Clemente Susini which features a collection of wax models of the human body. There is also the Comunial Centre for Art and Culture of the Ghetto which displays exhibits about architecture and city planning."
Cairo,"Cairo is home to the Egyptian Museum, which hosts the world's premier collection of ancient Egyptian artifacts, though parts of its collections are being moved to the new Grand Egyptian Museum in Giza. The Coptic Quarter also includes a museum."
Calgary,"Calgary boasts the Glenbow Museum, Western Canada's largest museum with over 93,000 ft² of exhibition space featuring local history, and the Military Museums, which houses 4 museums dedicated to the regiments in the Calgary area. Fort Calgary is a museum and historic site focusing on the history of the city and of the RCMP."
Cali,"Cali has museums such as the Museo del Oro del Banco de la República, Museo Arqueologico La Merced, and La Tertulia (a museum of modern art). There are also historic Catholic churches representing Spanish Colonial architecture."
Calvi,"Calvi is a city on the French island of Corsica with a rich history dating back to Neolithic settlers and later Roman agriculture around 1000BC. The Citadel is a notable site, offering amazing views and hosting an art gallery."
Campo Grande,"Campo Grande has a few museums including the Dom Bosco Cultural Museum with exhibits about native groups and an insect collection, the Contemporary Art Museum, and the Search and Rescue Aviation Museum (currently closed for renovation). The city also has the Casa do Artesão which displays local crafts."
Canberra,"Canberra is home to many national museums, particularly in South Canberra and Acton, with South Canberra's museums spread out and Acton's museums largely located on the Australian National University campus. The city also has the Australian War Memorial, National Museum of Australia, National Gallery, National Library, and Questacon."
Cancún,"Cancún offers limited historical culture due to its development starting in the 1970s, but it does have modern attractions like the Museo Maya de Cancún, Archaeological Zone of San Miguelito, and the Cancun Wax Museum. There are also Mayan temples and ritual sites nearby, some within jungles and others easily accessible."
Cape Town,"Cape Town offers a variety of museums, including the Bo-Kaap Museum, District Six Museum, South African Jewish Museum, Maritime Centre, and South African National Gallery. There is also the Zeitz Museum of Contemporary African Art (MOCAA), which is the largest museum of contemporary African art in the world."
Caracas,"Caracas has several museums, including the Museum of Fine Arts of Caracas, the Simón Bolívar Birthplace House, Museo de Arte Colonial, and Museo Colección Ornitológica William Phelps Caracas. The Universidad Central de Venezuela campus is a UNESCO World Heritage Site known for its architecture blended with art."
Cartagena (Colombia),"Cartagena has several museums within its historic walled city, including the Museo Naval del Caribe which offers an overview of the city's history and the Museo del Oro y Arqueología showcasing religious gold artefacts and archaeological exhibits. The Palacio de la Inquisición displays instruments of torture used during the Spanish Inquisition."
Casablanca,"Casablanca has the Museum of Moroccan Judaism, which contains artifacts of Moroccan Jewry, including the bimah, mezuzahs, and Hanukiah menorah, and a collection of Berber history. The Villa des Arts is a place for the Moroccan art scene."
Castlegar,Castlegar has the Doukhobor Discovery Centre with outdoor displays and historical artifacts and the CPR Station Museum with a preserved caboose and local artisan gifts. The Kootenay Gallery is a principal gallery for the visual arts within the West Kootenay region.
Catania,"Catania offers museum enthusiasts the Museo Civico in Castello Ursino, displaying Greek and Roman artifacts, and the Museo Diocesano, which contains religious artifacts from the Cathedral and other churches. Additionally, there's the Bellini Museum dedicated to the composer Vincenzo Bellini, and the Emilio Greco Museum devoted to the Italian artist Emilio Greco."
